"","b_total_mean","b_total_disp","b_C_mean","b_C_disp","b_D_mean","b_D_disp"
"ENSMUSG00000002190",122.52380952381,0.0246462978761094,129.2,0.033012709625225,116.454545454545,0.0248748003608787
"ENSMUSG00000002205",30.952380952381,0.110149114666963,28.2,0.0808822957282374,33.4545454545455,0.10459158549944
"ENSMUSG00000002221",704.428571428571,0.0204120556209904,645.9,0.0262588415153482,757.636363636364,0.0197179560192597
"ENSMUSG00000002222",72.4761904761905,0.044416116564663,66.5,0.046884125305446,77.9090909090909,0.0411272023066481
"ENSMUSG00000002233",29.1428571428571,0.0429113828329919,31.7,0.0382671467513355,26.8181818181818,0.0486685836444139
"ENSMUSG00000002250",45.8095238095238,0.13778517173001,50,0.13927129638503,42,0.0921532495594159
"ENSMUSG00000002266",45.9523809523809,0.0813919684198779,43.5,0.0283897397318099,48.1818181818182,0.112353699497038
"ENSMUSG00000002274",393.190476190476,0.0432668507500923,359.4,0.0404648122936726,423.909090909091,0.0417518694423682
"ENSMUSG00000002289",18,0.0874085228828542,17.4,0.0598039481737994,18.5454545454545,0.0925864957868186
"ENSMUSG00000002297",19.0952380952381,0.0327191020562686,19.2,0.0356097811274826,19,0.0377665590952571
"ENSMUSG00000002307",293.904761904762,0.0120242071872212,268.5,0.0196782766940734,317,0.0144454185546167
"ENSMUSG00000002308",156.761904761905,0.0185084344470269,118.5,0.0256853718711844,191.545454545455,0.0198113974851921
"ENSMUSG00000002326",261.619047619048,0.0164144743416975,241.1,0.0238093352920692,280.272727272727,0.0183730177580622
"ENSMUSG00000002329",343.333333333333,0.0173033017845663,310.1,0.0190151771249604,373.545454545455,0.0240151287530772
"ENSMUSG00000002332",157.952380952381,0.0283397338212538,132.9,0.0261082288102865,180.727272727273,0.0336336367746085
"ENSMUSG00000002341",4697.52380952381,0.0192603316630461,4835.3,0.0210672716671451,4572.27272727273,0.0233292697117249
"ENSMUSG00000002345",89.8571428571429,0.0304677434535114,87,0.029257955774131,92.4545454545455,0.0329177491576632
"ENSMUSG00000002346",11.2380952380952,0.0828859568934582,10.8,0.0752188434145588,11.6363636363636,0.06419763190792
"ENSMUSG00000002365",62.6190476190476,0.0414303469112793,62.3,0.0328809224904908,62.9090909090909,0.0477221215991949
"ENSMUSG00000002372",937,0.0295826566896094,836.8,0.028877997734822,1028.09090909091,0.0311062060704834
"ENSMUSG00000002379",222.047619047619,0.0189803174949791,200.9,0.0277276738742851,241.272727272727,0.0177602974849422
"ENSMUSG00000002409",529.333333333333,0.0635369629892513,479.3,0.0524841145087641,574.818181818182,0.0623562039831462
"ENSMUSG00000002413",1047.09523809524,0.0241953953566896,1012,0.0264129950053047,1079,0.0291208892256104
"ENSMUSG00000002455",57,0.0223316604934178,59.5,0.0272426433498294,54.7272727272727,0.025975356293679
"ENSMUSG00000002475",353.714285714286,0.0285869705785689,357.2,0.0265647264395002,350.545454545455,0.0347148474304626
"ENSMUSG00000002477",37.4761904761905,0.04206655878036,45.7,0.0505396484792192,30,0.0339631002292587
"ENSMUSG00000002496",2012.80952380952,0.012489823816969,1988,0.0195502865790017,2035.36363636364,0.0148176851805717
"ENSMUSG00000002504",375.904761904762,0.0263239796761856,353.8,0.0360245779212717,396,0.0201933670185749
"ENSMUSG00000002524",1786.95238095238,0.0216014308951603,1646.4,0.0157245402184745,1914.72727272727,0.0306518276719672
"ENSMUSG00000002580",558.571428571429,0.0238640572344744,494,0.0262709031471112,617.272727272727,0.0265312031284976
"ENSMUSG00000002603",56.1904761904762,0.029333515054003,47.9,0.0307630842773196,63.7272727272727,0.0323015058204738
"ENSMUSG00000002625",1669.14285714286,0.0139134079455383,1514.6,0.0204093939514415,1809.63636363636,0.0164016306119039
"ENSMUSG00000002633",51.7142857142857,0.0613460227163202,54.4,0.0357394926027731,49.2727272727273,0.0777874819135582
"ENSMUSG00000002635",45.5714285714286,0.0226491429534048,47.5,0.033080994994575,43.8181818181818,0.0206642628981365
"ENSMUSG00000002658",712.714285714286,0.0293960917653733,683.8,0.0199395689656001,739,0.03840593979878
"ENSMUSG00000002660",399.380952380952,0.0238930700520892,372.7,0.0265019060031005,423.636363636364,0.0254851658296671
"ENSMUSG00000002661",47.2380952380952,0.0138800222444711,44.8,0.019282742703531,49.4545454545455,0.019837230171443
"ENSMUSG00000002668",16.952380952381,0.0404962634763819,16.5,0.0432243315441389,17.3636363636364,0.0411323297337152
"ENSMUSG00000002688",173.857142857143,0.0288381633729343,170.6,0.0316265099525274,176.818181818182,0.0308063664136482
"ENSMUSG00000002731",23.9047619047619,0.0199152901454604,20.2,0.0276540313583427,27.2727272727273,0.024766267004542
"ENSMUSG00000002733",42.1428571428571,0.0346082142294274,39.2,0.0400547986219649,44.8181818181818,0.0315076659865723
"ENSMUSG00000002741",66.4285714285714,0.0366827374372127,71.8,0.0341036978420844,61.5454545454545,0.0387182727704946
"ENSMUSG00000002768",423.47619047619,0.0211432345141499,392.7,0.0210208827920391,451.454545454545,0.0262596004213593
"ENSMUSG00000002797",22.4761904761905,0.0625092879361459,23.2,0.0370757860235615,21.8181818181818,0.0833465863363962
"ENSMUSG00000002799",464.095238095238,0.0538400649306264,417.8,0.0541371433470723,506.181818181818,0.0448613693727797
"ENSMUSG00000002803",807.380952380952,0.0233209622725582,738.8,0.0213858182901205,869.727272727273,0.0287147398084887
"ENSMUSG00000002804",42.1904761904762,0.0358716358857113,37.6,0.0482072515667774,46.3636363636364,0.0282250032184149
"ENSMUSG00000002808",1642.95238095238,0.017222896796833,1564.6,0.0262510203127961,1714.18181818182,0.0164049672767297
"ENSMUSG00000002820",278.238095238095,0.0346834843441863,245.5,0.0404928359124269,308,0.0295416276203306
"ENSMUSG00000002825",120.095238095238,0.0355022670207735,108.2,0.0502248981525651,130.909090909091,0.0223860642123724
"ENSMUSG00000002831",83,0.197673329155247,85.2,0.123501292939405,81,0.200742052705227
"ENSMUSG00000002833",857.095238095238,0.032679309108609,813.3,0.0296268364033272,896.909090909091,0.0357113707164178
"ENSMUSG00000002835",46.4761904761905,0.0715987131054212,46.8,0.0434371528240452,46.1818181818182,0.0843246933231705
"ENSMUSG00000002844",931.47619047619,0.018744268510634,898,0.0193370014532242,961.909090909091,0.0236444864833114
"ENSMUSG00000002845",117.571428571429,0.0205618112633922,114.7,0.0315095200166646,120.181818181818,0.0182793821655679
"ENSMUSG00000002846",56.3333333333333,0.0160968957821591,53.3,0.0237164594997985,59.0909090909091,0.0189639808375378
"ENSMUSG00000002847",14.3809523809524,0.0566371030492514,18.2,0.0873280858963949,10.9090909090909,0.0287639506754379
"ENSMUSG00000002870",48.6190476190476,0.0736551869536385,54.6,0.0619668821245595,43.1818181818182,0.0684105798604417
"ENSMUSG00000002881",154.47619047619,0.0184804224653105,146,0.0257830786652526,162.181818181818,0.019813378869246
"ENSMUSG00000002897",360.761904761905,0.0486504762363466,322.7,0.0525627881071414,395.363636363636,0.0383806233427243
"ENSMUSG00000002900",487.095238095238,0.0183876569441712,474.8,0.0210059193047211,498.272727272727,0.0239416486002716
"ENSMUSG00000002908",257.285714285714,0.04445378001831,218.7,0.0384521790009357,292.363636363636,0.0453295419065378
"ENSMUSG00000002910",130.095238095238,0.0929345005370455,170.2,0.106184785855275,93.6363636363636,0.0523958297671826
"ENSMUSG00000002948",123,0.0291768375785186,109.7,0.0249525848670588,135.090909090909,0.0365672074499279
"ENSMUSG00000002957",3273.95238095238,0.0173189280172265,2982.8,0.0196314062606211,3538.63636363636,0.0207803306214184
"ENSMUSG00000002968",773.380952380952,0.0367976401106978,670.8,0.037628997330866,866.636363636364,0.0348806487606773
"ENSMUSG00000002981",2892.52380952381,0.0161081085316004,2713.2,0.0213066424352141,3055.54545454545,0.0180952871703165
"ENSMUSG00000002983",12.2380952380952,0.0714361261966213,10.4,0.0702318987646963,13.9090909090909,0.0582350903094287
"ENSMUSG00000002984",401.47619047619,0.0411249961160127,353.3,0.0379693636062411,445.272727272727,0.0417403598512254
"ENSMUSG00000002985",10973.7142857143,0.0276491858712268,10344.4,0.0315727893199872,11545.8181818182,0.0250518940366679
"ENSMUSG00000002996",97.5714285714286,0.0394708540064615,96.7,0.047550937580195,98.3636363636364,0.031797446921012
"ENSMUSG00000002997",778.52380952381,0.0376460110815852,724.9,0.0340538467407216,827.272727272727,0.0417542320629059
"ENSMUSG00000003031",339.809523809524,0.040377913209516,333,0.036920793290521,346,0.043667522618652
"ENSMUSG00000003032",10.047619047619,0.144163588096135,9,0.154471096425077,11,0.0817380416558997
"ENSMUSG00000003037",74.3809523809524,0.0411512421273643,73.7,0.034315978563575,75,0.0464554972554235
"ENSMUSG00000003039",505.904761904762,0.0228178286036406,383,0.0208393407317373,617.636363636364,0.0286022611135519
